temperature,humidity,rainfall,wind_speed,crop_type,soil_type,area_acres,days_since_last_irrigation,prev_water_litres,irrigation_needed,crop_stress,recommended_water_l_m2
28.0,52.9,0.0,5.9,Rubber,Chalky,4.33,2,6,1,Medium,10.4
28.2,45.5,0.0,24.2,Coconut,Sandy,6.38,0,461,1,Medium,16.9
25.4,60.4,60.0,5.9,Coffee,Chalky,6.1,4,106,0,Low,0.0
35.4,42.7,0.0,20.5,Paddy,Clay,1.12,6,53,1,High,21.6
26.9,48.0,2.5,15.9,Coffee,Clay,6.17,9,451,1,High,11.8
24.8,84.5,8.0,20.5,Rubber,Silty,3.34,0,299,0,Low,0.0
22.2,72.0,35.0,20.6,Coconut,Silty,4.45,2,180,0,Low,0.0
27.0,41.0,0.0,5.3,Coconut,Sandy,2.55,4,185,1,High,13.8
20.4,88.8,8.0,24.7,Paddy,Clay,0.83,9,345,0,Low,0.0
21.4,43.1,0.0,26.9,Coffee,Loam,8.5,8,150,1,High,10.7
35.8,46.7,0.0,14.5,Rubber,Chalky,6.24,8,28,1,High,18.0
31.5,59.3,8.0,11.7,Vegetables,Clay,8.53,0,440,0,Low,0.0
20.8,89.1,0.0,13.2,Paddy,Silty,6.68,5,422,1,Medium,17.3
35.5,37.3,60.0,4.5,Coffee,Chalky,7.14,3,137,0,Medium,0.0
22.7,67.7,8.0,14.7,Coconut,Silty,1.81,2,86,0,Low,0.0
33.6,50.0,0.0,14.1,Banana,Loam,8.9,6,407,1,High,23.4
33.2,45.2,2.5,24.7,Coffee,Peat,1.19,4,112,1,High,14.9
32.7,67.6,0.0,27.3,Paddy,Peat,8.03,9,281,1,High,18.7
24.8,88.0,0.0,26.3,Pepper,Peat,5.19,7,382,1,Medium,13.1
29.3,55.3,0.0,9.7,Coconut,Clay,1.04,2,217,1,Medium,12.0
30.6,78.7,15.0,22.9,Coconut,Clay,3.1,8,140,0,Low,0.0
28.1,51.3,8.0,6.9,Tea,Chalky,5.25,4,166,0,Low,0.0
23.7,84.6,8.0,13.4,Paddy,Clay,1.08,3,489,0,Low,0.0
34.2,92.7,0.0,22.7,Vegetables,Silty,8.38,2,86,1,Medium,21.8
27.8,74.7,60.0,16.7,Banana,Peat,6.92,3,341,0,Low,0.0
30.9,84.3,15.0,19.9,Coffee,Clay,3.28,7,327,0,Low,0.0
21.0,84.2,15.0,6.3,Pepper,Silty,6.41,0,9,0,Low,0.0
25.7,59.7,2.5,17.9,Banana,Loam,9.21,3,96,1,High,18.7
27.5,35.1,0.0,20.9,Pepper,Clay,4.14,1,124,1,Medium,12.1
21.4,46.5,35.0,5.1,Coffee,Sandy,9.98,0,338,0,Low,0.0
35.4,57.5,0.0,27.9,Banana,Loam,2.18,4,94,1,High,23.6
26.1,75.2,60.0,22.5,Tea,Chalky,8.15,4,318,0,Low,0.0
36.9,85.4,15.0,9.9,Pepper,Peat,3.55,0,228,0,Low,0.0
38.5,61.3,60.0,20.2,Pepper,Clay,7.43,0,376,0,Low,0.0
32.9,57.4,0.0,14.6,Coconut,Peat,7.63,3,172,1,High,12.4
26.2,94.0,15.0,25.2,Tea,Chalky,1.49,6,410,0,Low,0.0
20.5,62.0,60.0,5.1,Tea,Peat,2.06,0,214,0,Low,0.0
22.3,64.0,2.5,18.2,Coffee,Sandy,1.9,5,170,1,Medium,16.2
34.3,80.2,2.5,6.6,Tea,Peat,1.99,6,470,1,High,16.5
34.8,65.0,0.0,20.1,Rubber,Peat,7.08,4,206,1,High,17.1
23.3,54.3,60.0,16.7,Coffee,Silty,5.99,0,156,0,Low,0.0
25.5,51.0,60.0,26.5,Tea,Silty,6.34,7,194,0,Low,0.0
21.8,81.1,0.0,8.1,Pepper,Chalky,7.33,9,219,1,Medium,13.5
24.9,70.6,35.0,7.0,Rubber,Loam,8.53,3,480,0,Low,0.0
25.3,94.8,8.0,4.8,Tea,Chalky,7.1,6,499,0,Low,0.0
26.5,35.4,15.0,16.9,Tea,Clay,0.82,6,315,0,Low,0.0
25.3,69.9,35.0,26.9,Rubber,Chalky,9.26,2,305,0,Low,0.0
27.7,45.6,60.0,22.0,Banana,Sandy,1.83,6,74,0,Low,0.0
33.4,62.8,2.5,16.7,Pepper,Loam,0.51,9,385,1,High,14.4
32.0,89.9,0.0,21.4,Coffee,Chalky,2.04,4,55,1,High,12.9
25.7,62.8,0.0,14.7,Pepper,Silty,0.63,9,448,1,Medium,10.5
28.5,83.9,35.0,14.2,Paddy,Sandy,7.61,5,344,0,Low,0.0
36.8,88.5,2.5,4.3,Coffee,Peat,4.22,8,198,1,High,16.5
25.4,57.7,0.0,19.6,Tea,Chalky,4.96,5,320,1,High,11.2
37.6,48.8,0.0,12.2,Tea,Chalky,9.02,9,65,1,High,16.5
25.5,73.3,35.0,26.7,Vegetables,Loam,8.6,4,256,0,Low,0.0
27.4,50.8,0.0,14.3,Rubber,Loam,7.41,2,283,1,Medium,13.7
23.1,49.0,15.0,10.5,Tea,Peat,9.87,4,356,0,Low,0.0
38.8,49.9,0.0,10.2,Rubber,Sandy,2.62,0,370,1,High,17.4
28.2,48.8,8.0,18.1,Coconut,Clay,6.71,1,400,0,Low,0.0
30.3,77.9,15.0,14.8,Vegetables,Silty,9.47,8,323,0,Low,0.0
21.8,47.0,0.0,23.5,Vegetables,Chalky,5.52,0,386,1,Medium,16.4
33.1,58.0,15.0,13.9,Rubber,Sandy,7.43,1,439,0,Low,0.0
35.6,71.9,0.0,24.8,Coconut,Peat,0.63,9,232,1,High,15.0
35.9,65.7,8.0,14.1,Coffee,Peat,6.78,6,377,0,Low,0.0
25.5,35.9,60.0,19.1,Vegetables,Silty,9.74,9,369,0,Low,0.0
26.6,56.5,35.0,18.4,Coffee,Loam,7.62,7,2,0,Low,0.0
31.6,87.3,8.0,19.7,Pepper,Chalky,6.65,3,389,0,Low,0.0
21.0,62.4,0.0,16.3,Rubber,Peat,8.32,1,366,0,Medium,0.0
29.2,69.3,0.0,16.1,Tea,Loam,4.69,5,34,1,Medium,13.4
33.4,64.4,35.0,14.0,Rubber,Sandy,3.58,2,54,0,Low,0.0
34.4,63.7,0.0,27.8,Coffee,Clay,8.21,7,37,1,High,16.9
28.2,75.8,0.0,9.9,Banana,Sandy,1.65,3,357,1,Medium,21.6
33.5,45.7,2.5,11.6,Paddy,Silty,6.52,1,154,1,High,22.5
21.8,40.7,2.5,22.5,Banana,Silty,3.7,5,160,1,High,16.5
29.7,70.1,15.0,25.3,Coffee,Sandy,6.65,8,432,0,Low,0.0
22.8,89.3,8.0,19.0,Vegetables,Sandy,9.35,1,163,0,Low,0.0
23.3,39.7,35.0,5.4,Rubber,Chalky,5.53,1,94,0,Low,0.0
35.8,44.0,0.0,22.3,Pepper,Peat,2.98,6,323,1,High,17.6
22.4,36.6,15.0,4.8,Coconut,Loam,9.0,2,436,0,Low,0.0
23.1,89.4,0.0,26.0,Paddy,Clay,4.4,8,361,1,Medium,17.1
35.3,71.9,0.0,20.5,Coffee,Silty,5.09,2,60,1,Medium,17.2
35.9,74.3,15.0,25.9,Rubber,Sandy,5.82,1,481,0,Low,0.0
31.9,50.6,35.0,25.8,Pepper,Clay,7.34,9,138,0,Medium,0.0
21.8,90.4,0.0,13.7,Pepper,Silty,2.94,7,286,1,Medium,10.2
35.9,61.9,8.0,13.6,Pepper,Chalky,4.31,7,449,0,Low,0.0
35.3,51.3,2.5,25.5,Coconut,Loam,3.7,9,28,1,High,15.8
34.2,47.8,2.5,9.5,Coffee,Chalky,1.07,1,242,1,High,15.0
22.1,82.7,15.0,22.7,Coffee,Chalky,3.79,6,144,0,Low,0.0
28.7,91.5,0.0,20.9,Pepper,Clay,1.46,2,192,0,Medium,0.0
36.5,43.3,0.0,6.7,Paddy,Silty,6.7,0,434,1,High,21.3
24.5,63.8,2.5,24.6,Pepper,Silty,4.62,4,484,1,Medium,10.6
20.2,49.3,60.0,14.8,Coconut,Sandy,1.73,0,281,0,Low,0.0
21.3,54.9,0.0,10.0,Coconut,Silty,6.06,9,92,1,High,13.8
26.9,81.7,0.0,6.5,Coffee,Silty,6.78,0,374,0,Medium,0.0
33.9,38.1,2.5,9.8,Banana,Silty,6.07,5,409,1,High,22.1
37.2,40.0,8.0,22.0,Tea,Clay,2.85,9,249,0,Medium,0.0
34.5,58.2,0.0,23.2,Tea,Sandy,2.39,9,227,1,High,20.0
34.6,65.0,60.0,22.9,Coconut,Clay,5.09,3,18,0,Low,0.0
34.1,53.8,0.0,8.1,Paddy,Sandy,9.9,4,138,1,High,26.9
20.5,55.3,15.0,7.0,Coconut,Clay,8.74,2,353,0,Low,0.0
34.8,71.5,8.0,15.4,Pepper,Chalky,1.1,3,252,0,Low,0.0
38.3,67.3,0.0,25.0,Banana,Sandy,4.33,9,133,1,High,25.2
33.5,41.9,0.0,26.1,Tea,Clay,2.8,1,131,1,High,14.4
37.9,82.7,2.5,16.0,Coconut,Silty,1.7,4,18,1,High,14.5
28.0,63.9,35.0,6.2,Vegetables,Loam,1.53,0,67,0,Low,0.0
32.4,46.9,0.0,11.2,Pepper,Clay,3.24,7,480,1,High,12.9
20.8,40.7,35.0,11.1,Rubber,Loam,2.63,9,311,0,Low,0.0
38.8,66.4,0.0,26.5,Coconut,Silty,3.97,5,272,1,High,16.8
22.3,48.8,15.0,11.6,Coffee,Peat,3.25,7,79,0,Low,0.0
21.3,46.5,0.0,26.3,Banana,Peat,4.36,9,365,1,High,17.7
38.0,63.1,35.0,7.8,Pepper,Peat,9.03,0,303,0,Low,0.0
29.6,68.8,0.0,27.5,Banana,Sandy,9.32,5,33,1,Medium,19.4
37.1,56.0,0.0,18.0,Rubber,Loam,7.73,5,179,1,High,14.8
28.6,82.8,8.0,6.7,Coffee,Peat,7.18,4,445,0,Low,0.0
32.0,44.2,0.0,11.9,Coffee,Sandy,4.41,5,398,1,High,15.7
24.1,70.5,35.0,13.4,Tea,Silty,8.13,1,377,0,Low,0.0
31.8,59.8,0.0,6.5,Paddy,Clay,3.61,4,55,1,High,18.0
29.0,89.1,35.0,23.6,Tea,Sandy,6.74,3,356,0,Low,0.0
31.6,76.8,15.0,23.6,Rubber,Peat,6.09,8,355,0,Low,0.0
34.1,65.6,35.0,7.4,Banana,Clay,2.2,7,264,0,Low,0.0
20.5,78.4,15.0,18.1,Rubber,Peat,4.69,9,297,0,Low,0.0
21.4,65.6,0.0,14.5,Pepper,Silty,1.39,4,252,1,Medium,13.3
35.8,92.4,15.0,4.7,Paddy,Peat,7.99,8,189,0,Low,0.0
33.5,47.9,2.5,18.1,Vegetables,Chalky,9.93,2,194,1,High,20.5
38.7,73.4,0.0,18.5,Coconut,Silty,3.34,6,88,1,High,17.0
36.3,64.7,35.0,8.4,Coffee,Clay,4.69,4,338,0,Low,0.0
32.8,77.3,8.0,24.7,Tea,Chalky,2.18,4,397,0,Low,0.0
22.4,69.0,8.0,15.1,Coffee,Loam,3.69,4,56,0,Low,0.0
30.9,44.8,8.0,8.3,Tea,Sandy,9.7,5,107,0,Medium,0.0
36.6,40.9,8.0,23.9,Rubber,Silty,8.6,0,267,0,Low,0.0
35.8,55.9,0.0,16.7,Vegetables,Loam,2.01,7,472,1,High,19.4
20.2,72.6,2.5,22.3,Vegetables,Clay,8.0,6,213,1,Medium,14.3
29.0,76.4,0.0,21.8,Rubber,Sandy,4.19,9,138,1,Medium,13.9
30.9,60.4,0.0,11.8,Coffee,Loam,1.13,0,221,1,Medium,12.2
32.7,77.2,8.0,18.3,Rubber,Chalky,6.26,5,279,0,Low,0.0
38.2,77.9,0.0,5.5,Pepper,Chalky,3.9,7,303,1,High,17.8
29.5,90.9,8.0,24.3,Vegetables,Peat,2.49,6,36,0,Low,0.0
24.6,65.6,15.0,16.6,Pepper,Loam,9.97,2,214,0,Low,0.0
34.5,92.3,35.0,22.6,Coffee,Loam,7.73,2,223,0,Low,0.0
30.9,50.2,60.0,25.8,Vegetables,Loam,7.94,7,50,0,Medium,0.0
33.3,35.1,60.0,7.1,Tea,Chalky,6.08,7,408,0,Medium,0.0
36.4,92.7,15.0,8.6,Pepper,Loam,6.86,4,44,0,Low,0.0
32.4,60.0,8.0,18.1,Paddy,Chalky,9.86,0,79,0,Low,0.0
25.3,88.8,0.0,20.7,Tea,Peat,9.48,7,14,1,Medium,12.6
27.3,92.4,60.0,21.8,Banana,Clay,5.56,4,477,0,Low,0.0
21.9,53.5,35.0,11.1,Vegetables,Clay,0.71,3,300,0,Low,0.0
37.2,78.3,15.0,6.0,Paddy,Sandy,6.71,5,300,0,Low,0.0
24.7,90.7,35.0,11.6,Rubber,Silty,1.8,7,484,0,Low,0.0
20.3,91.1,2.5,23.4,Coffee,Clay,4.95,0,243,0,Medium,0.0
26.3,60.6,0.0,8.1,Paddy,Loam,4.53,5,463,1,Medium,19.9
22.9,79.0,8.0,6.8,Pepper,Chalky,9.7,0,340,0,Low,0.0
36.8,62.1,35.0,20.5,Banana,Silty,2.9,8,276,0,Low,0.0
37.5,62.4,8.0,7.9,Pepper,Chalky,8.04,4,133,0,Low,0.0
22.0,64.3,60.0,14.7,Pepper,Peat,6.96,7,24,0,Low,0.0
37.3,36.1,0.0,13.8,Banana,Clay,1.95,3,52,1,High,21.9
36.7,70.2,8.0,7.1,Coffee,Loam,6.15,3,37,0,Low,0.0
35.5,83.2,35.0,13.3,Pepper,Peat,1.36,0,276,0,Low,0.0
23.2,94.6,60.0,5.6,Tea,Silty,7.83,8,308,0,Low,0.0
28.0,92.9,0.0,25.2,Rubber,Loam,5.65,9,259,1,Medium,13.6
28.5,51.5,60.0,14.7,Vegetables,Silty,2.39,2,241,0,Low,0.0
21.3,75.7,0.0,19.8,Paddy,Silty,2.55,1,82,0,Medium,0.0
25.9,41.4,35.0,15.1,Tea,Sandy,7.75,4,14,0,Low,0.0
32.7,85.8,0.0,21.7,Coffee,Peat,7.53,4,192,1,High,11.4
29.9,74.3,0.0,15.9,Coconut,Chalky,1.97,8,319,1,Medium,12.5
21.5,64.3,0.0,25.1,Tea,Peat,4.52,1,313,0,Medium,0.0
37.2,58.7,15.0,27.0,Rubber,Peat,0.64,4,252,0,Medium,0.0
38.9,45.8,0.0,27.7,Coconut,Silty,8.42,8,315,1,High,15.0
28.2,63.0,0.0,9.3,Paddy,Chalky,4.39,2,106,0,Medium,0.0
30.6,91.8,0.0,18.6,Tea,Sandy,8.36,4,131,1,High,14.1
30.2,61.9,8.0,26.3,Paddy,Silty,4.37,4,394,0,Low,0.0
34.6,92.6,2.5,18.0,Coconut,Clay,4.76,3,374,1,High,15.6
38.1,64.1,0.0,13.9,Rubber,Peat,5.23,7,461,1,High,16.2
33.4,45.6,35.0,4.6,Rubber,Silty,2.6,3,310,0,Medium,0.0
24.1,38.6,60.0,16.0,Rubber,Silty,1.91,2,484,0,Low,0.0
37.2,94.9,0.0,8.2,Tea,Clay,3.7,2,259,1,Medium,16.6
25.9,71.4,0.0,14.3,Coffee,Clay,3.01,9,341,1,Medium,12.4
38.3,70.4,2.5,14.0,Paddy,Silty,3.82,5,101,1,High,20.9
25.0,65.3,0.0,24.7,Vegetables,Chalky,2.54,4,225,1,Medium,16.0
33.6,85.0,0.0,25.3,Coffee,Clay,0.8,4,367,1,High,16.0
26.0,80.2,35.0,21.4,Vegetables,Silty,8.41,2,120,0,Low,0.0
32.6,47.8,0.0,10.8,Banana,Loam,7.56,7,447,1,High,19.9
25.4,63.8,0.0,5.9,Coffee,Peat,6.11,2,22,0,Medium,0.0
25.4,49.0,8.0,16.4,Coffee,Clay,1.92,2,324,0,Low,0.0
22.3,41.1,0.0,22.0,Coffee,Chalky,7.88,5,457,1,High,10.9
27.3,79.4,15.0,15.8,Tea,Chalky,6.88,8,371,0,Low,0.0
23.1,83.2,0.0,4.6,Banana,Chalky,5.61,4,478,1,Medium,17.1
30.6,59.7,35.0,20.9,Coffee,Sandy,1.56,7,269,0,Medium,0.0
26.4,43.6,2.5,11.7,Banana,Peat,4.64,7,278,1,High,18.0
33.9,40.3,60.0,12.2,Coffee,Clay,5.34,9,223,0,Medium,0.0
26.8,54.4,60.0,7.3,Tea,Sandy,1.7,2,427,0,Low,0.0
24.9,63.8,0.0,17.3,Coffee,Silty,4.44,4,424,1,Medium,10.2
22.3,47.2,60.0,6.1,Vegetables,Chalky,6.39,0,299,0,Low,0.0
21.6,80.6,35.0,17.8,Rubber,Peat,6.46,5,367,0,Low,0.0
38.4,77.2,15.0,11.2,Rubber,Peat,5.58,7,480,0,Low,0.0
31.1,38.7,60.0,21.3,Vegetables,Sandy,9.46,6,447,0,Medium,0.0
29.6,70.1,15.0,22.8,Paddy,Silty,3.34,3,477,0,Low,0.0
20.2,40.0,2.5,21.6,Rubber,Sandy,6.74,8,31,1,High,13.2
37.5,63.2,35.0,7.5,Coffee,Silty,4.69,7,118,0,Low,0.0
28.0,71.5,15.0,18.9,Tea,Loam,8.26,7,45,0,Low,0.0
31.7,35.8,15.0,24.0,Coffee,Loam,4.79,6,401,0,Medium,0.0
37.4,43.0,35.0,6.4,Tea,Loam,5.82,9,302,0,Medium,0.0
27.1,47.9,0.0,26.4,Paddy,Clay,9.18,9,375,1,High,18.9
33.3,53.7,60.0,8.4,Vegetables,Sandy,2.16,7,31,0,Medium,0.0
25.7,70.9,35.0,11.7,Vegetables,Clay,1.21,6,75,0,Low,0.0
26.9,89.8,0.0,4.5,Coconut,Loam,5.55,7,139,1,Medium,12.2
38.7,78.9,60.0,4.7,Vegetables,Sandy,0.69,0,216,0,Low,0.0
38.5,71.2,8.0,17.7,Coffee,Clay,0.86,4,24,0,Low,0.0
35.7,44.5,0.0,4.1,Vegetables,Chalky,8.55,3,102,1,High,18.7
32.7,71.6,15.0,23.1,Coffee,Peat,7.02,0,33,0,Low,0.0
34.4,92.9,0.0,24.7,Vegetables,Peat,8.71,5,132,1,High,21.7
24.7,69.6,60.0,13.6,Tea,Sandy,5.87,4,67,0,Low,0.0
20.5,68.7,60.0,18.6,Tea,Chalky,3.01,8,106,0,Low,0.0
20.2,68.4,8.0,23.3,Paddy,Chalky,4.54,6,432,0,Low,0.0
32.9,71.5,15.0,5.9,Pepper,Clay,5.77,3,251,0,Low,0.0
33.7,73.6,2.5,10.3,Paddy,Clay,7.85,9,10,1,High,22.4
27.1,77.1,0.0,26.6,Coconut,Peat,6.08,0,412,0,Medium,0.0
23.9,55.4,35.0,19.0,Tea,Silty,9.54,0,167,0,Low,0.0
22.1,90.9,8.0,5.0,Pepper,Peat,7.05,1,69,0,Low,0.0
26.5,53.1,2.5,7.9,Banana,Clay,3.22,0,56,1,Medium,18.6
37.4,40.4,15.0,6.5,Paddy,Chalky,0.87,6,137,0,Medium,0.0
25.2,87.3,35.0,16.8,Rubber,Sandy,8.79,1,195,0,Low,0.0
35.4,57.1,60.0,14.2,Coconut,Silty,7.25,5,18,0,Medium,0.0
35.8,62.3,8.0,13.4,Vegetables,Clay,7.17,9,320,0,Low,0.0
22.8,54.0,15.0,14.2,Coffee,Silty,6.81,5,25,0,Low,0.0
29.8,60.9,0.0,16.4,Coconut,Loam,0.89,7,118,1,Medium,11.2
26.8,91.5,35.0,9.3,Tea,Loam,9.26,4,471,0,Low,0.0
34.7,58.6,60.0,8.3,Vegetables,Sandy,3.12,8,446,0,Medium,0.0
36.8,80.1,8.0,6.6,Rubber,Sandy,7.95,6,206,0,Low,0.0
33.7,47.3,35.0,21.9,Banana,Sandy,7.6,9,492,0,Medium,0.0
22.6,58.9,8.0,23.3,Rubber,Peat,4.1,1,276,0,Low,0.0
29.3,77.1,35.0,6.9,Pepper,Silty,9.15,6,149,0,Low,0.0
27.2,69.6,2.5,7.8,Tea,Sandy,2.29,1,151,0,Medium,0.0
22.7,83.7,8.0,15.8,Pepper,Sandy,5.51,6,430,0,Low,0.0
28.8,54.6,60.0,17.5,Pepper,Loam,6.62,6,107,0,Low,0.0
24.8,58.9,15.0,19.8,Banana,Clay,8.98,9,367,0,Low,0.0
31.4,77.6,2.5,10.0,Pepper,Peat,7.05,3,137,1,High,13.1
30.5,74.7,0.0,23.0,Rubber,Sandy,9.42,9,249,1,High,15.4
20.6,45.2,15.0,13.9,Tea,Chalky,4.37,1,321,0,Low,0.0
34.9,46.1,0.0,7.2,Paddy,Silty,2.11,9,46,1,High,22.4
32.5,59.1,0.0,6.6,Vegetables,Loam,3.67,0,187,1,High,16.0
25.3,67.1,60.0,10.5,Banana,Silty,3.07,4,23,0,Low,0.0
20.6,39.6,8.0,18.4,Banana,Sandy,6.11,7,396,0,Low,0.0
20.1,60.8,35.0,8.0,Coconut,Clay,6.88,8,317,0,Low,0.0
38.8,48.6,0.0,26.9,Paddy,Silty,0.65,3,9,1,High,23.2
35.9,40.6,2.5,16.9,Coffee,Loam,5.3,9,350,1,High,17.5
22.4,87.5,15.0,26.4,Banana,Chalky,5.26,5,274,0,Low,0.0
27.1,49.5,0.0,26.6,Banana,Loam,6.5,5,23,1,High,17.8
24.7,82.4,2.5,6.2,Rubber,Silty,5.56,7,419,1,Medium,13.6
37.6,59.2,15.0,14.8,Rubber,Clay,1.64,2,2,0,Low,0.0
34.4,48.4,0.0,21.6,Rubber,Chalky,6.44,4,235,1,High,15.3
33.2,76.9,15.0,7.3,Vegetables,Sandy,4.76,4,276,0,Low,0.0
30.2,85.0,2.5,19.2,Tea,Silty,2.55,2,89,1,Medium,11.0
23.2,81.5,15.0,10.1,Banana,Loam,7.03,7,463,0,Low,0.0
34.5,82.2,60.0,10.7,Coffee,Sandy,3.25,9,71,0,Low,0.0
29.9,74.8,35.0,5.8,Coffee,Clay,9.78,7,272,0,Low,0.0
20.5,39.8,8.0,16.3,Banana,Chalky,1.34,9,232,0,Low,0.0
33.9,71.7,2.5,15.2,Tea,Silty,8.05,1,416,1,Medium,16.3
38.0,89.1,8.0,4.4,Rubber,Silty,1.44,3,416,0,Low,0.0
29.4,85.8,60.0,5.5,Vegetables,Sandy,5.19,5,16,0,Low,0.0
27.5,51.1,8.0,12.4,Rubber,Clay,3.99,3,407,0,Low,0.0
21.9,83.3,0.0,26.7,Banana,Loam,2.87,5,271,1,Medium,18.5
28.1,45.9,0.0,27.5,Rubber,Sandy,3.71,7,206,1,High,15.8
34.5,61.5,8.0,7.3,Banana,Peat,7.36,4,69,0,Low,0.0
25.9,62.7,2.5,20.7,Rubber,Clay,4.99,2,217,0,Medium,0.0
24.8,71.3,60.0,24.7,Banana,Chalky,8.63,9,103,0,Low,0.0
36.7,47.1,2.5,20.9,Paddy,Silty,6.07,5,263,1,High,22.9
23.6,41.8,0.0,14.1,Coffee,Silty,1.16,1,366,1,Medium,13.2
24.7,71.9,2.5,22.7,Coffee,Sandy,0.98,7,462,1,Medium,14.0
33.2,59.6,0.0,5.4,Tea,Clay,2.19,8,166,1,High,15.5
30.2,87.6,60.0,23.5,Banana,Sandy,3.72,4,180,0,Low,0.0
31.0,78.2,0.0,21.4,Vegetables,Clay,7.76,5,368,1,High,14.5
30.0,58.7,0.0,11.1,Pepper,Clay,3.47,0,469,1,Medium,10.4
25.6,38.3,35.0,16.2,Paddy,Chalky,6.87,0,48,0,Low,0.0
22.1,63.1,8.0,19.4,Coconut,Chalky,5.51,6,132,0,Low,0.0
24.0,72.0,60.0,13.6,Vegetables,Clay,7.88,4,155,0,Low,0.0
30.6,38.6,8.0,23.7,Tea,Loam,7.16,5,208,0,Medium,0.0
25.0,69.6,2.5,9.5,Vegetables,Chalky,7.29,5,417,1,Medium,16.9
21.3,93.3,8.0,5.1,Paddy,Sandy,1.78,3,376,0,Low,0.0
28.5,72.6,15.0,14.5,Coffee,Silty,1.19,9,408,0,Low,0.0
35.7,53.3,0.0,12.2,Coconut,Sandy,0.69,0,131,1,High,18.9
35.5,92.3,0.0,21.3,Banana,Peat,8.44,5,484,1,High,22.8
36.8,47.4,15.0,18.3,Banana,Loam,1.24,1,300,0,Low,0.0
33.1,75.3,2.5,18.7,Banana,Loam,1.51,0,237,1,Medium,20.7
21.9,56.8,35.0,11.1,Tea,Peat,2.11,4,432,0,Low,0.0
29.4,60.7,35.0,15.2,Coffee,Peat,1.4,5,239,0,Low,0.0
38.6,67.7,15.0,15.1,Tea,Chalky,6.29,5,450,0,Low,0.0
23.0,67.7,8.0,7.4,Coconut,Clay,6.43,3,9,0,Low,0.0
32.2,51.6,15.0,13.5,Coconut,Peat,6.3,6,447,0,Medium,0.0
32.8,39.5,2.5,15.1,Pepper,Silty,2.14,8,56,1,High,12.9
38.3,44.3,8.0,24.3,Coffee,Clay,4.69,8,77,0,Medium,0.0
34.7,37.0,0.0,5.7,Pepper,Silty,4.96,1,187,1,High,14.4
22.8,37.0,0.0,23.8,Rubber,Clay,9.49,1,433,1,Medium,12.5
32.3,84.6,0.0,10.6,Coconut,Peat,7.97,9,78,1,High,13.4
31.1,49.9,15.0,13.1,Pepper,Sandy,6.4,9,355,0,Medium,0.0
29.4,84.5,0.0,24.9,Tea,Sandy,2.46,5,149,1,Medium,15.9
23.0,50.1,0.0,9.3,Banana,Chalky,3.7,4,460,1,High,19.8
35.3,45.8,15.0,14.9,Coffee,Peat,5.35,7,261,0,Medium,0.0
34.0,58.8,8.0,7.7,Vegetables,Sandy,1.11,9,375,0,Medium,0.0
23.6,89.6,2.5,22.5,Banana,Chalky,0.92,8,388,1,Medium,19.3
20.4,49.6,35.0,21.7,Paddy,Peat,2.84,6,106,0,Low,0.0
38.5,86.0,8.0,20.5,Vegetables,Sandy,7.36,6,379,0,Low,0.0
28.4,39.3,60.0,26.0,Banana,Loam,5.85,2,397,0,Low,0.0
28.1,49.0,2.5,13.3,Rubber,Peat,7.04,1,330,1,Medium,13.7
25.2,83.0,15.0,4.4,Rubber,Sandy,8.02,7,16,0,Low,0.0
32.7,40.6,35.0,13.0,Banana,Loam,5.54,6,220,0,Medium,0.0
23.8,52.2,60.0,26.9,Coffee,Sandy,7.14,7,217,0,Low,0.0
27.1,89.1,35.0,19.4,Coconut,Chalky,5.82,9,35,0,Low,0.0
25.0,37.4,15.0,6.8,Coconut,Peat,4.41,0,315,0,Low,0.0
27.5,69.7,15.0,20.8,Banana,Loam,2.02,4,227,0,Low,0.0
31.0,91.9,15.0,18.1,Pepper,Sandy,3.59,0,131,0,Low,0.0
25.9,84.2,8.0,27.1,Coconut,Sandy,4.42,2,384,0,Low,0.0
35.9,93.0,15.0,19.8,Tea,Sandy,7.79,9,2,0,Low,0.0
37.1,66.4,0.0,16.8,Coffee,Clay,2.4,3,51,1,High,16.7
37.3,65.1,60.0,4.1,Paddy,Chalky,3.85,1,85,0,Low,0.0
36.3,50.5,60.0,7.5,Coconut,Peat,0.67,2,35,0,Low,0.0
21.4,72.7,2.5,22.5,Banana,Sandy,7.28,4,455,1,Medium,19.6
38.4,84.3,0.0,17.8,Coffee,Silty,4.85,2,62,1,Medium,15.9
34.9,79.8,0.0,21.4,Rubber,Peat,6.41,2,125,1,Medium,17.1
28.1,62.4,35.0,20.4,Coffee,Sandy,3.82,8,198,0,Low,0.0
36.0,73.8,0.0,15.8,Pepper,Loam,2.61,2,457,1,Medium,14.3
21.3,73.4,8.0,26.2,Tea,Clay,9.72,8,398,0,Low,0.0
36.8,47.9,35.0,5.1,Banana,Silty,3.04,7,497,0,Medium,0.0
35.6,51.3,8.0,14.1,Rubber,Sandy,5.61,6,123,0,Medium,0.0
27.6,71.9,0.0,25.7,Paddy,Sandy,4.6,8,347,1,Medium,19.4
32.5,73.8,60.0,16.1,Paddy,Clay,2.9,1,31,0,Low,0.0
25.0,65.8,15.0,24.9,Pepper,Clay,3.61,2,163,0,Low,0.0
24.5,81.6,60.0,7.1,Vegetables,Clay,5.82,9,482,0,Low,0.0
34.0,72.5,2.5,4.4,Paddy,Silty,6.78,1,71,1,Medium,20.3
